id,Weekday of Fecha Referencia,Day of Fecha Referencia,Month of Fecha Referencia,Giros
1229,4,29,3,4691
1230,4,29,5,2442
1231,4,29,6,4804
1232,4,29,8,7240
1233,4,29,9,3452
1234,4,29,10,8551
1235,4,29,11,5351
1236,4,29,12,4192
1237,4,30,1,7707
1238,4,30,3,3908
1239,4,30,4,9438
1240,4,30,5,8229
1241,4,30,6,4477
1242,4,30,7,10057
1243,4,30,8,5540
1244,4,30,10,2823
1245,4,30,11,5645
1246,4,31,1,9411
1247,4,31,3,4543
1248,4,31,5,5949
1249,4,31,7,3516
1250,4,31,8,5923
1251,4,31,10,11447
1252,4,31,12,11563
1253,5,1,1,1686
1254,5,1,2,10801
1255,5,1,3,11778
1256,5,1,4,5189
1257,5,1,5,3863
1258,5,1,6,7288
1259,5,1,7,5998
1260,5,1,8,4340
1261,5,1,9,7033
1262,5,1,11,7512
1263,5,1,12,6361
1264,5,2,1,3308
1265,5,2,2,6903
1266,5,2,3,7665
1267,5,2,5,4305
1268,5,2,6,6233
1269,5,2,8,12228
1270,5,2,9,5419
1271,5,2,10,12929
1272,5,2,11,7490
1273,5,2,12,5236
1274,5,3,1,10162
1275,5,3,2,5140
1276,5,3,3,5505
1277,5,3,4,4816
1278,5,3,5,12254
1279,5,3,6,4870
1280,5,3,7,11232
1281,5,3,8,6897
1282,5,3,10,3940
1283,5,3,11,6955
1284,5,4,1,9178
1285,5,4,3,4215
1286,5,4,4,3398
1287,5,4,5,6601
1288,5,4,7,3236
1289,5,4,8,6075
1290,5,4,9,11191
1291,5,4,10,9955
1292,5,4,11,4635
1293,5,4,12,12232
1294,5,5,1,5849
1295,5,5,2,4052
1296,5,5,4,9419
1297,5,5,5,5782
1298,5,5,6,10125
1299,5,5,7,9745
1300,5,5,8,4168
1301,5,5,9,3078
1302,5,5,10,6322
1303,5,5,12,3428
1304,5,6,1,2154
1305,5,6,2,2817
1306,5,6,3,9892
1307,5,6,4,5947
1308,5,6,5,4489
1309,5,6,6,3186
1310,5,6,7,5887
1311,5,6,9,9672
1312,5,6,10,5487
1313,5,6,11,10413
1314,5,6,12,7340
1315,5,7,2,8676
1316,5,7,3,3063
1317,5,7,4,4645
1318,5,7,6,8509
1319,5,7,7,5315
1320,5,7,8,9929
1321,5,7,9,6153
1322,5,7,10,3900
1323,5,7,11,2735
1324,5,7,12,6110
1325,5,8,1,10700
1326,5,8,2,7432
1327,5,8,3,7115
1328,5,8,4,3419
1329,5,8,5,8690
1330,5,8,6,5808
1331,5,8,7,3621
1332,5,8,8,2839
1333,5,8,9,5135
1334,5,8,11,8491
1335,5,8,12,3083
1336,5,9,1,2590
1337,5,9,2,4957
1338,5,9,3,5077
1339,5,9,5,3081
1340,5,9,6,4673
1341,5,9,8,9284
1342,5,9,9,3962
1343,5,9,10,9107
1344,5,9,11,5340
1345,5,9,12,4521
1346,5,10,1,9342
1347,5,10,2,4312
1348,5,10,3,4701
1349,5,10,4,5106
1350,5,10,5,11713
1351,5,10,6,3963
1352,5,10,7,9042
1353,5,10,8,5740
1354,5,10,10,3417
1355,5,10,11,5314
1356,5,11,1,7810
1357,5,11,3,3431
1358,5,11,4,3026
1359,5,11,5,6367
1360,5,11,7,2886
1361,5,11,8,4860
1362,5,11,9,9090
1363,5,11,10,8992
1364,5,11,11,3473
1365,5,11,12,9898
1366,5,12,1,4576
1367,5,12,2,3101
1368,5,12,4,8029
1369,5,12,5,4994
1370,5,12,6,7357
1371,5,12,7,8228
1372,5,12,8,3266
1373,5,12,9,2835
1374,5,12,10,4117
1375,5,12,12,2749
1376,5,13,1,3389
1377,5,13,2,2343
1378,5,13,3,7097
1379,5,13,4,4956
1380,5,13,5,3150
1381,5,13,6,2549
1382,5,13,7,4822
1383,5,13,9,7886
1384,5,13,10,4912
1385,5,13,11,8289
1386,5,13,12,7655
1387,5,14,2,7205
1388,5,14,3,2397
1389,5,14,4,1568
1390,5,14,6,8369
1391,5,14,7,4358
1392,5,14,8,8845
1393,5,14,9,5249
1394,5,14,10,3381
1395,5,14,11,2299
1396,5,14,12,8100
1397,5,15,1,9117
1398,5,15,2,6427
1399,5,15,3,7432
1400,5,15,4,2782
1401,5,15,5,6508
1402,5,15,6,4253
1403,5,15,7,3430
1404,5,15,8,1507
1405,5,15,9,4272
1406,5,15,11,7260
1407,5,15,12,4798
1408,5,16,1,2243
1409,5,16,2,4478
1410,5,16,3,4708
1411,5,16,5,2256
1412,5,16,6,4612
1413,5,16,8,7766
1414,5,16,9,2943
1415,5,16,10,8304
1416,5,16,11,5220
1417,5,16,12,3334
1418,5,17,1,6913
1419,5,17,2,3120
1420,5,17,3,3362
1421,5,17,4,5517
1422,5,17,5,6765
1423,5,17,6,3126
1424,5,17,7,7664
1425,5,17,8,5207
1426,5,17,10,1977
1427,5,17,11,3923
1428,5,18,1,6164
1429,5,18,3,2621
1430,5,18,4,662
1431,5,18,5,4296
1432,5,18,7,2212
1433,5,18,8,4068
1434,5,18,9,7765
1435,5,18,10,6469
1436,5,18,11,2670
1437,5,18,12,11084
1438,5,19,1,3978
1439,5,19,2,2300
1440,5,19,4,4211
1441,5,19,5,3825
1442,5,19,6,6743
1443,5,19,7,6539
1444,5,19,8,2779
1445,5,19,9,1879
1446,5,19,10,4474
1447,5,19,12,2785
1448,5,20,1,2780
1449,5,20,2,1764
1450,5,20,3,3790
1451,5,20,4,3686
1452,5,20,5,2621
1453,5,20,6,2002
1454,5,20,7,4257
1455,5,20,9,6658
1456,5,20,10,3889
1457,5,20,11,7210
1458,5,20,12,9920
1459,5,21,2,6112
1460,5,21,3,1797
1461,5,21,4,3560
1462,5,21,6,6313
1463,5,21,7,3790
1464,5,21,8,7150
1465,5,21,9,4519
1466,5,21,10,2563
1467,5,21,11,1784
1468,5,21,12,11730
1469,5,22,1,7256
1470,5,22,2,5356
1471,5,22,3,6097
1472,5,22,4,2404
1473,5,22,5,6395
1474,5,22,6,4098
1475,5,22,7,2577
1476,5,22,8,1829
1477,5,22,9,3524
1478,5,22,11,5447
1479,5,22,12,7155
1480,5,23,1,1665
1481,5,23,2,3435
1482,5,23,3,4024
1483,5,23,5,1799
1484,5,23,6,4333
1485,5,23,8,5623
1486,5,23,9,2562
1487,5,23,10,6881
1488,5,23,11,3743
1489,5,23,12,6046
1490,5,24,1,5836
1491,5,24,2,2944
1492,5,24,3,2775
1493,5,24,4,4912
1494,5,24,5,6483
1495,5,24,6,1965
1496,5,24,7,7569
1497,5,24,8,3645
1498,5,24,10,1725
1499,5,24,11,3428
1500,5,25,1,5635
1501,5,25,3,776
1502,5,25,4,2012
1503,5,25,5,4463
1504,5,25,7,2292
1505,5,25,8,4132
1506,5,25,9,7013
1507,5,25,10,6385
1508,5,25,11,2819
1509,5,25,12,1398
1510,5,26,1,4090
1511,5,26,2,2728
1512,5,26,4,7106
1513,5,26,5,4386
1514,5,26,6,6840
1515,5,26,7,6602
1516,5,26,8,2603
1517,5,26,9,2091
1518,5,26,10,4574
1519,5,26,12,1876
1520,5,27,1,2753
1521,5,27,2,3044
1522,5,27,3,4088
1523,5,27,4,4345
1524,5,27,5,2763
1525,5,27,6,2261
1526,5,27,7,4618
1527,5,27,9,6866
1528,5,27,10,3620
1529,5,27,11,8074
1530,5,27,12,8429
1531,5,28,2,10087
1532,5,28,3,2390
1533,5,28,4,5089
1534,5,28,6,8675
1535,5,28,7,4588
1536,5,28,8,8831
1537,5,28,9,5524
1538,5,28,10,3787
1539,5,28,11,2770
1540,5,28,12,9868
1541,5,29,1,3444
1542,5,29,3,6319
1543,5,29,4,4180
1544,5,29,5,8754
1545,5,29,6,6150
1546,5,29,7,4095
1547,5,29,8,2704
1548,5,29,9,5463
1549,5,29,11,8712
1550,5,29,12,8110
1551,5,30,1,2668
1552,5,30,3,2583
1553,5,30,5,3198
1554,5,30,6,6672
1555,5,30,8,8778
1556,5,30,9,4927
1557,5,30,10,10522
1558,5,30,11,6634
1559,5,30,12,5016
1560,5,31,1,10055
1561,5,31,3,6018
1562,5,31,5,10852
1563,5,31,7,10454
1564,5,31,8,7171
1565,5,31,10,3880
1566,6,1,2,9226
1567,6,1,3,3113
1568,6,1,4,4834
1569,6,1,6,9855
1570,6,1,7,5770
1571,6,1,8,10517
1572,6,1,9,6304
1573,6,1,10,3932
1574,6,1,11,2588
1575,6,1,12,6530
1576,6,2,1,8309
1577,6,2,2,8898
1578,6,2,3,9309
1579,6,2,4,4089
1580,6,2,5,7690
1581,6,2,6,6082
1582,6,2,7,4409
1583,6,2,8,3020
1584,6,2,9,5252
1585,6,2,11,8914
1586,6,2,12,5739
1587,6,3,1,2301
1588,6,3,2,5661
1589,6,3,3,6776
1590,6,3,5,2590
1591,6,3,6,5117
1592,6,3,8,9419
1593,6,3,9,3727
1594,6,3,10,11588
1595,6,3,11,6026
1596,6,3,12,3879
1597,6,4,1,7807
1598,6,4,2,3735
1599,6,4,3,3956
1600,6,4,4,4552
1601,6,4,5,9191
1602,6,4,6,3075
1603,6,4,7,9190
1604,6,4,8,4910
1605,6,4,10,2758
1606,6,4,11,5401
1607,6,5,1,6776
1608,6,5,3,3097
1609,6,5,4,2403
1610,6,5,5,5540
1611,6,5,7,2463
1612,6,5,8,4494
1613,6,5,9,9561
1614,6,5,10,8254
1615,6,5,11,3383
1616,6,5,12,10627
1617,6,6,1,3418
1618,6,6,2,2914
1619,6,6,4,7612
1620,6,6,5,4106
1621,6,6,6,7479
1622,6,6,7,7439
1623,6,6,8,2692
1624,6,6,9,2151
1625,6,6,10,5122
1626,6,6,12,2111
1627,6,7,1,2692
1628,6,7,2,2297
1629,6,7,3,8052
1630,6,7,4,4832
1631,6,7,5,3125
1632,6,7,6,2179
1633,6,7,7,4808
1634,6,7,9,7532
1635,6,7,10,4238
1636,6,7,11,8651
1637,6,7,12,7154
1638,6,8,2,7197
1639,6,8,3,2229
1640,6,8,4,3623
1641,6,8,6,6891
1642,6,8,7,3818
1643,6,8,8,8082
1644,6,8,9,4856
1645,6,8,10,2779
1646,6,8,11,1967
1647,6,8,12,3808
1648,6,9,1,7653
1649,6,9,2,5863
1650,6,9,3,6245
1651,6,9,4,2436
1652,6,9,5,7335
1653,6,9,6,4533
1654,6,9,7,2409
1655,6,9,8,1894
1656,6,9,9,4022
1657,6,9,11,6703
1658,6,9,12,4115
1659,6,10,1,2240
1660,6,10,2,4659
1661,6,10,3,4790
1662,6,10,5,2867
1663,6,10,6,3562
1664,6,10,8,7966
1665,6,10,9,2897
1666,6,10,10,8159
1667,6,10,11,4936
1668,6,10,12,3347
1669,6,11,1,6728
1670,6,11,2,2835
1671,6,11,3,2985
1672,6,11,4,4230
1673,6,11,5,8187
1674,6,11,6,2544
1675,6,11,7,6832
1676,6,11,8,4335
1677,6,11,10,2040
1678,6,11,11,4026
1679,6,12,1,5925
1680,6,12,3,2189
1681,6,12,4,2018
1682,6,12,5,5051
1683,6,12,7,1838
1684,6,12,8,3316
1685,6,12,9,7771
1686,6,12,10,6536
1687,6,12,11,2412
1688,6,12,12,8366
1689,6,13,1,3764
1690,6,13,2,2413
1691,6,13,4,6200
1692,6,13,5,3720
1693,6,13,6,6068
1694,6,13,7,6106
1695,6,13,8,1995
1696,6,13,9,1736
1697,6,13,10,4254
1698,6,13,12,1963
1699,6,14,1,2464
1700,6,14,2,1678
1701,6,14,3,4973
1702,6,14,4,4049
1703,6,14,5,2098
1704,6,14,6,1723
1705,6,14,7,3658
1706,6,14,9,6397
1707,6,14,10,3654
1708,6,14,11,7280
1709,6,14,12,6838
1710,6,15,2,5877
1711,6,15,3,1748
1712,6,15,4,2172
1713,6,15,6,6842
1714,6,15,7,3402
1715,6,15,8,4966
1716,6,15,9,4443
1717,6,15,10,2411
1718,6,15,11,1614
1719,6,15,12,6708
1720,6,16,1,8150
1721,6,16,2,5144
1722,6,16,3,5840
1723,6,16,4,1918
1724,6,16,5,5571
1725,6,16,6,3473
1726,6,16,7,2350
1727,6,16,8,1429
1728,6,16,9,3556
1729,6,16,11,5923
1730,6,16,12,4133
1731,6,17,1,1661
1732,6,17,2,3601
1733,6,17,3,3706
1734,6,17,5,1447
1735,6,17,6,3408
1736,6,17,8,4792
1737,6,17,9,2122
1738,6,17,10,7053
1739,6,17,11,4391
1740,6,17,12,2747
1741,6,18,1,5599
1742,6,18,2,2274
1743,6,18,3,2613
1744,6,18,4,3856
1745,6,18,5,5396
1746,6,18,6,2102
1747,6,18,7,6406
1748,6,18,8,3876
1749,6,18,10,1549
1750,6,18,11,3193
1751,6,19,1,4368
1752,6,19,3,1918
1753,6,19,4,1028
1754,6,19,5,3502
1755,6,19,7,1496
1756,6,19,8,2663
1757,6,19,9,6863
1758,6,19,10,5319
1759,6,19,11,1919
1760,6,19,12,10185
1761,6,20,1,3258
1762,6,20,2,1601
1763,6,20,4,4444
1764,6,20,5,2782
1765,6,20,6,5653
1766,6,20,7,5098
1767,6,20,8,1755
1768,6,20,9,1446
1769,6,20,10,3616
1770,6,20,12,2409
1771,6,21,1,2030
1772,6,21,2,1283
1773,6,21,3,2719
1774,6,21,4,2894
1775,6,21,5,1665
1776,6,21,6,1331
1777,6,21,7,3500
1778,6,21,9,5408
1779,6,21,10,3148
1780,6,21,11,5961
1781,6,21,12,8940
1782,6,22,2,4576
1783,6,22,3,1236
1784,6,22,4,2492
1785,6,22,6,5141
1786,6,22,7,2770
1787,6,22,8,6039
1788,6,22,9,3649
1789,6,22,10,1721
1790,6,22,11,1272
1791,6,22,12,9755
1792,6,23,1,6732
1793,6,23,2,4135
1794,6,23,3,4979
1795,6,23,4,1570
1796,6,23,5,5162
1797,6,23,6,3332
1798,6,23,7,1744
1799,6,23,8,1197
1800,6,23,9,2931
1801,6,23,11,4747
1802,6,23,12,5749
1803,6,24,1,1362
1804,6,24,2,3212
1805,6,24,3,3296
1806,6,24,5,1287
1807,6,24,6,3146
1808,6,24,8,4331
1809,6,24,9,1827
1810,6,24,10,6042
1811,6,24,11,3330
1812,6,24,12,3432
1813,6,25,1,5063
1814,6,25,2,2322
1815,6,25,3,2445
1816,6,25,4,3261
1817,6,25,5,5820
1818,6,25,6,1854
1819,6,25,7,6617
1820,6,25,8,2856
1821,6,25,10,1408
1822,6,25,11,3258
1823,6,26,1,4369
1824,6,26,3,1207
1825,6,26,4,1405
1826,6,26,5,3773
1827,6,26,7,1475
1828,6,26,8,2976
1829,6,26,9,5778
1830,6,26,10,5145
1831,6,26,11,2017
1832,6,26,12,4493
1833,6,27,1,3424
1834,6,27,2,2222
1835,6,27,4,4974
1836,6,27,5,3403
1837,6,27,6,5708
1838,6,27,7,5517
1839,6,27,8,1860
1840,6,27,9,1617
1841,6,27,10,3413
1842,6,27,12,1505
1843,6,28,1,2297
1844,6,28,2,2974
1845,6,28,3,3357
1846,6,28,4,3939
1847,6,28,5,2209
1848,6,28,6,1927
1849,6,28,7,3983
1850,6,28,9,6318
1851,6,28,10,3379
1852,6,28,11,7792
1853,6,28,12,6414
1854,6,29,2,6112
1855,6,29,3,2010
1856,6,29,4,4250
1857,6,29,6,7794
1858,6,29,7,3991
1859,6,29,8,7542
1860,6,29,9,5468
1861,6,29,10,3467
1862,6,29,11,2418
1863,6,29,12,8638
1864,6,30,1,3224
1865,6,30,3,7028
1866,6,30,4,3364
1867,6,30,5,8663
1868,6,30,6,5821
1869,6,30,7,3205
1870,6,30,8,2400
1871,6,30,9,5127
1872,6,30,11,8223
1873,6,30,12,6215
1874,6,31,1,2713
1875,6,31,3,4171
1876,6,31,5,2976
1877,6,31,8,7922
1878,6,31,10,10192
1879,6,31,12,2684
1880,7,1,1,749
1881,7,1,2,2357
1882,7,1,3,5896
1883,7,1,4,2633
1884,7,1,5,2135
1885,7,1,6,2423
1886,7,1,7,3384
1887,7,1,9,5593
1888,7,1,10,3244
1889,7,1,11,5896
1890,7,1,12,6084
1891,7,2,2,6251
1892,7,2,3,2336
1893,7,2,4,2970
1894,7,2,6,6735
1895,7,2,7,3325
1896,7,2,8,6175
1897,7,2,9,3446
1898,7,2,10,2424
1899,7,2,11,2379
1900,7,2,12,3867
1901,7,3,1,5552
1902,7,3,2,5253
1903,7,3,3,6156
1904,7,3,4,2886
1905,7,3,5,3944
1906,7,3,6,3565
1907,7,3,7,3010
1908,7,3,8,2003
1909,7,3,9,3045
1910,7,3,11,5399
1911,7,3,12,3663
1912,7,4,1,1949
1913,7,4,2,3195
1914,7,4,3,4021
1915,7,4,5,2196
1916,7,4,6,3110
1917,7,4,8,5760
1918,7,4,9,2411
1919,7,4,10,6866
1920,7,4,11,3466
1921,7,4,12,2646
1922,7,5,1,4764
1923,7,5,2,2534
1924,7,5,3,2765
1925,7,5,4,2458
1926,7,5,5,6248
1927,7,5,6,2429
1928,7,5,7,5906
1929,7,5,8,2389
1930,7,5,10,1832
1931,7,5,11,3475
1932,7,6,1,4456
1933,7,6,3,2373
1934,7,6,4,2046
1935,7,6,5,3110
1936,7,6,7,1883
1937,7,6,8,2441
1938,7,6,9,5792
1939,7,6,10,5850
1940,7,6,11,2405
1941,7,6,12,6213
1942,7,7,1,2678
1943,7,7,2,2157
1944,7,7,4,5427
1945,7,7,5,2509
1946,7,7,6,4826
1947,7,7,7,5053
1948,7,7,8,1723
1949,7,7,9,1663
1950,7,7,10,2796
1951,7,7,12,1587
1952,7,8,1,1676
1953,7,8,2,1921
1954,7,8,3,5333
1955,7,8,4,2925
1956,7,8,5,2227
1957,7,8,6,1623
1958,7,8,7,2672
1959,7,8,9,4568
1960,7,8,10,2766
1961,7,8,11,5186
1962,7,8,12,4705
1963,7,9,2,4950
1964,7,9,3,1987
1965,7,9,4,2362
1966,7,9,6,4809
1967,7,9,7,2433
1968,7,9,8,4929
1969,7,9,9,2595
1970,7,9,10,1994
1971,7,9,11,1642
1972,7,9,12,3010
1973,7,10,1,4972
1974,7,10,2,4649
1975,7,10,3,5219
1976,7,10,4,2086
1977,7,10,5,4231
1978,7,10,6,3173
1979,7,10,7,1793
1980,7,10,8,1584
1981,7,10,9,2686
1982,7,10,11,5086
1983,7,10,12,2638
1984,7,11,1,1663
1985,7,11,2,2460
1986,7,11,3,2828
1987,7,11,5,1853
1988,7,11,6,2366
1989,7,11,8,3948
1990,7,11,9,1557
1991,7,11,10,4611
1992,7,11,11,2907
1993,7,11,12,2158
1994,7,12,1,4593
1995,7,12,2,1976
1996,7,12,3,2093
1997,7,12,4,2148
1998,7,12,5,5073
1999,7,12,6,1851
2000,7,12,7,4603
2001,7,12,8,2374
2002,7,12,10,1515
2003,7,12,11,2528
2004,7,13,1,3990
2005,7,13,3,1761
2006,7,13,4,1620
2007,7,13,5,2613
2008,7,13,7,1343
2009,7,13,8,2006
2010,7,13,9,4705
2011,7,13,10,5189
2012,7,13,11,1817
2013,7,13,12,5268
2014,7,14,1,2363
2015,7,14,2,1534
2016,7,14,4,4113
2017,7,14,5,2164
2018,7,14,6,3908
2019,7,14,7,4117
2020,7,14,8,1176
2021,7,14,9,1329
2022,7,14,10,2449
2023,7,14,12,1578
2024,7,15,1,1646
2025,7,15,2,1245
2026,7,15,3,2378
2027,7,15,4,2386
2028,7,15,5,1418
2029,7,15,6,1378
2030,7,15,7,2191
2031,7,15,9,4305
2032,7,15,10,2226
2033,7,15,11,4190
2034,7,15,12,4802
2035,7,16,2,4076
2036,7,16,3,1496
2037,7,16,4,1249
2038,7,16,6,4216
2039,7,16,7,1954
2040,7,16,8,3839
2041,7,16,9,2510
2042,7,16,10,1615
2043,7,16,11,1279
2044,7,16,12,4578
2045,7,17,1,4349
2046,7,17,2,3396
2047,7,17,3,3684
2048,7,17,4,1454
2049,7,17,5,3357
2050,7,17,6,1934
2051,7,17,7,1567
2052,7,17,8,1077
2053,7,17,9,2024
2054,7,17,11,3798
2055,7,17,12,2673
2056,7,18,1,1221
2057,7,18,2,2108
2058,7,18,3,2207
2059,7,18,5,1223
2060,7,18,6,1957
2061,7,18,8,3079
2062,7,18,9,1425
2063,7,18,10,4046
2064,7,18,11,2325
2065,7,18,12,1803
2066,7,19,1,3651
2067,7,19,2,1442
2068,7,19,3,1718
2069,7,19,4,1940
2070,7,19,5,3554
2071,7,19,6,1420
2072,7,19,7,3885
2073,7,19,8,1488
2074,7,19,10,1166
2075,7,19,11,1933
2076,7,20,1,3187
2077,7,20,3,1419
2078,7,20,4,784
2079,7,20,5,2017
2080,7,20,7,1085
2081,7,20,8,1695
2082,7,20,9,4272
2083,7,20,10,3709
2084,7,20,11,1321
2085,7,20,12,6325
2086,7,21,1,1954
2087,7,21,2,1247
2088,7,21,4,2930
2089,7,21,5,1733
2090,7,21,6,3360
2091,7,21,7,3263
2092,7,21,8,1120
2093,7,21,9,1014
2094,7,21,10,2192
2095,7,21,12,1958
2096,7,22,1,1291
2097,7,22,2,1040
2098,7,22,3,1410
2099,7,22,4,1638
2100,7,22,5,1235
2101,7,22,6,1066
2102,7,22,7,1884
2103,7,22,9,3550
2104,7,22,10,1788
2105,7,22,11,3431
2106,7,22,12,5879
2107,7,23,2,2959
2108,7,23,3,979
2109,7,23,4,1555
2110,7,23,6,3072
2111,7,23,7,1573
2112,7,23,8,3282
2113,7,23,9,2100
2114,7,23,10,1142
2115,7,23,11,1045
2116,7,23,12,5638
2117,7,24,1,3843
2118,7,24,2,2710
2119,7,24,3,3237
2120,7,24,4,1276
2121,7,24,5,2700
2122,7,24,6,1737
2123,7,24,7,1182
2124,7,24,8,913
2125,7,24,9,1686
2126,7,24,11,3226
2127,7,24,12,1933
2128,7,25,1,1100
2129,7,25,2,1831
2130,7,25,3,2139
2131,7,25,5,1160
2132,7,25,6,1581
2133,7,25,8,2596
2134,7,25,9,1267
2135,7,25,10,3509
2136,7,25,11,2030
2137,7,25,12,707
2138,7,26,1,3263
2139,7,26,2,1454
2140,7,26,3,1457
2141,7,26,4,1963
2142,7,26,5,3500
2143,7,26,6,1254
2144,7,26,7,4004
2145,7,26,8,1571
2146,7,26,10,1076
2147,7,26,11,1913
2148,7,27,1,2946
2149,7,27,3,959
2150,7,27,4,1155
2151,7,27,5,1924
2152,7,27,7,1098
2153,7,27,8,1829
2154,7,27,9,3382
2155,7,27,10,3641
2156,7,27,11,1304
2157,7,27,12,3693
2158,7,28,1,2124
2159,7,28,2,1727
2160,7,28,4,3251
2161,7,28,5,2082
2162,7,28,6,3721
2163,7,28,7,3646
2164,7,28,8,1143
2165,7,28,9,1331
2166,7,28,10,1889
2167,7,28,12,1330
2168,7,29,1,1588
2169,7,29,3,2008
2170,7,29,4,2003
2171,7,29,5,1519
2172,7,29,6,1474
2173,7,29,7,2396
2174,7,29,9,4420
2175,7,29,10,2178
2176,7,29,11,4487
2177,7,29,12,4578
2178,7,30,3,1603
2179,7,30,4,2195
2180,7,30,6,5596
2181,7,30,7,2242
2182,7,30,8,4962
2183,7,30,9,3524
2184,7,30,10,2395
2185,7,30,11,2008
2186,7,30,12,5238
2187,7,31,1,2503
2188,7,31,3,4858
2189,7,31,5,5524
2190,7,31,7,2172
2191,7,31,8,1868
2192,7,31,12,2129
