id,Weekday of Fecha Referencia,Day of Fecha Referencia,Month of Fecha Referencia,Giros
959,Thursday,2,November,7435
960,Thursday,3,January,10246
961,Thursday,3,March,4664
962,Thursday,3,April,3747
963,Thursday,3,May,7349
964,Thursday,3,July,3980
965,Thursday,3,August,6700
966,Thursday,3,September,12024
967,Thursday,3,October,11449
968,Thursday,3,November,5313
969,Thursday,3,December,13582
970,Thursday,4,January,5965
971,Thursday,4,February,4359
972,Thursday,4,April,9845
973,Thursday,4,May,6126
974,Thursday,4,June,10832
975,Thursday,4,July,10245
976,Thursday,4,August,4444
977,Thursday,4,September,3432
978,Thursday,4,October,6059
979,Thursday,4,December,3479
980,Thursday,5,January,4401
981,Thursday,5,February,3311
982,Thursday,5,March,10281
983,Thursday,5,April,7012
984,Thursday,5,May,4885
985,Thursday,5,June,3597
986,Thursday,5,July,6764
987,Thursday,5,September,10735
988,Thursday,5,October,6102
989,Thursday,5,November,12165
990,Thursday,5,December,11278
991,Thursday,6,February,9597
992,Thursday,6,March,3462
993,Thursday,6,April,4900
994,Thursday,6,June,9619
995,Thursday,6,July,5772
996,Thursday,6,August,11109
997,Thursday,6,September,6481
998,Thursday,6,October,4322
999,Thursday,6,November,3250
1000,Thursday,6,December,5575
1001,Thursday,7,January,13598
1002,Thursday,7,February,7927
1003,Thursday,7,March,8708
1004,Thursday,7,April,3789
1005,Thursday,7,May,9253
1006,Thursday,7,June,6289
1007,Thursday,7,July,4011
1008,Thursday,7,August,2912
1009,Thursday,7,September,5150
1010,Thursday,7,November,10057
1011,Thursday,7,December,6020
1012,Thursday,8,January,2877
1013,Thursday,8,February,4947
1014,Thursday,8,March,5250
1015,Thursday,8,May,3430
1016,Thursday,8,June,4983
1017,Thursday,8,August,9672
1018,Thursday,8,September,4083
1019,Thursday,8,October,10012
1020,Thursday,8,November,5427
1021,Thursday,8,December,2775
1022,Thursday,9,January,8169
1023,Thursday,9,February,3792
1024,Thursday,9,March,4013
1025,Thursday,9,April,5190
1026,Thursday,9,May,9061
1027,Thursday,9,June,3304
1028,Thursday,9,July,9207
1029,Thursday,9,August,5384
1030,Thursday,9,October,2476
1031,Thursday,9,November,4610
1032,Thursday,10,January,9527
1033,Thursday,10,March,4163
1034,Thursday,10,April,3933
1035,Thursday,10,May,6455
1036,Thursday,10,July,3558
1037,Thursday,10,August,5415
1038,Thursday,10,September,10687
1039,Thursday,10,October,10963
1040,Thursday,10,November,4053
1041,Thursday,10,December,11650
1042,Thursday,11,January,4741
1043,Thursday,11,February,3592
1044,Thursday,11,April,8868
1045,Thursday,11,May,5210
1046,Thursday,11,June,8295
1047,Thursday,11,July,9192
1048,Thursday,11,August,3703
1049,Thursday,11,September,2698
1050,Thursday,11,October,6018
1051,Thursday,11,December,3300
1052,Thursday,12,January,3776
1053,Thursday,12,February,2600
1054,Thursday,12,March,6638
1055,Thursday,12,April,5415
1056,Thursday,12,May,3519
1057,Thursday,12,June,2692
1058,Thursday,12,July,5118
1059,Thursday,12,September,8659
1060,Thursday,12,October,3602
1061,Thursday,12,November,8569
1062,Thursday,12,December,8632
1063,Thursday,13,February,7794
1064,Thursday,13,March,2607
1065,Thursday,13,April,3191
1066,Thursday,13,June,8213
1067,Thursday,13,July,4486
1068,Thursday,13,August,9037
1069,Thursday,13,September,5274
1070,Thursday,13,October,3736
1071,Thursday,13,November,2497
1072,Thursday,13,December,8029
1073,Thursday,14,January,8990
1074,Thursday,14,February,6254
1075,Thursday,14,March,7241
1076,Thursday,14,April,2976
1077,Thursday,14,May,6812
1078,Thursday,14,June,5896
1079,Thursday,14,July,3215
1080,Thursday,14,August,2572
1081,Thursday,14,September,4291
1082,Thursday,14,November,7438
1083,Thursday,14,December,4687
1084,Thursday,15,January,2300
1085,Thursday,15,February,4426
1086,Thursday,15,March,4887
1087,Thursday,15,May,2218
1088,Thursday,15,June,4421
1089,Thursday,15,August,4139
1090,Thursday,15,September,3261
1091,Thursday,15,October,8913
1092,Thursday,15,November,5168
1093,Thursday,15,December,3708
1094,Thursday,16,January,7794
1095,Thursday,16,February,3676
1096,Thursday,16,March,3846
1097,Thursday,16,April,6084
1098,Thursday,16,May,7452
1099,Thursday,16,June,3128
1100,Thursday,16,July,8832
1101,Thursday,16,August,6055
1102,Thursday,16,October,2242
1103,Thursday,16,November,4191
1104,Thursday,17,January,6156
1105,Thursday,17,March,2901
1106,Thursday,17,April,1466
1107,Thursday,17,May,4472
1108,Thursday,17,July,2286
1109,Thursday,17,August,4281
1110,Thursday,17,September,8100
1111,Thursday,17,October,6618
1112,Thursday,17,November,2974
1113,Thursday,17,December,11261
1114,Thursday,18,January,3945
1115,Thursday,18,February,2471
1116,Thursday,18,April,5748
1117,Thursday,18,May,3917
1118,Thursday,18,June,6997
1119,Thursday,18,July,7040
1120,Thursday,18,August,2925
1121,Thursday,18,September,2024
1122,Thursday,18,October,4415
1123,Thursday,18,December,2779
1124,Thursday,19,January,2844
1125,Thursday,19,February,1893
1126,Thursday,19,March,3485
1127,Thursday,19,April,3800
1128,Thursday,19,May,2735
1129,Thursday,19,June,1874
1130,Thursday,19,July,4510
1131,Thursday,19,September,6809
1132,Thursday,19,October,3828
1133,Thursday,19,November,7149
1134,Thursday,19,December,8962
1135,Thursday,20,February,6178
1136,Thursday,20,March,2050
1137,Thursday,20,April,3615
1138,Thursday,20,June,6374
1139,Thursday,20,July,3840
1140,Thursday,20,August,7851
1141,Thursday,20,September,4245
1142,Thursday,20,October,2523
1143,Thursday,20,November,1885
1144,Thursday,20,December,10387
1145,Thursday,21,January,8108
1146,Thursday,21,February,5363
1147,Thursday,21,March,6077
1148,Thursday,21,April,2533
1149,Thursday,21,May,7083
1150,Thursday,21,June,3898
1151,Thursday,21,July,2700
1152,Thursday,21,August,1923
1153,Thursday,21,September,3616
1154,Thursday,21,November,6301
1155,Thursday,21,December,6410
1156,Thursday,22,January,1836
1157,Thursday,22,February,3605
1158,Thursday,22,March,3995
1159,Thursday,22,May,1881
1160,Thursday,22,June,4239
1161,Thursday,22,August,6051
1162,Thursday,22,September,2718
1163,Thursday,22,October,7004
1164,Thursday,22,November,4159
1165,Thursday,22,December,5082
1166,Thursday,23,January,6109
1167,Thursday,23,February,2836
1168,Thursday,23,March,2955
1169,Thursday,23,April,4978
1170,Thursday,23,May,6174
1171,Thursday,23,June,2681
1172,Thursday,23,July,7793
1173,Thursday,23,August,3685
1174,Thursday,23,October,1829
1175,Thursday,23,November,3578
1176,Thursday,24,January,5002
1177,Thursday,24,March,1595
1178,Thursday,24,April,1867
1179,Thursday,24,May,3868
1180,Thursday,24,July,2065
1181,Thursday,24,August,3769
1182,Thursday,24,September,6590
1183,Thursday,24,October,6145
1184,Thursday,24,November,2511
1185,Thursday,24,December,10528
1186,Thursday,25,January,3973
1187,Thursday,25,February,2610
1188,Thursday,25,April,5883
1189,Thursday,25,May,4177
1190,Thursday,25,June,6959
1191,Thursday,25,July,6585
1192,Thursday,25,August,2659
1193,Thursday,25,September,2050
1194,Thursday,25,October,4675
1195,Thursday,25,December,631
1196,Thursday,26,January,2882
1197,Thursday,26,February,2247
1198,Thursday,26,March,3373
1199,Thursday,26,April,3921
1200,Thursday,26,May,2904
1201,Thursday,26,June,2120
1202,Thursday,26,July,4429
1203,Thursday,26,September,6732
1204,Thursday,26,October,3958
1205,Thursday,26,November,7591
1206,Thursday,26,December,6052
1207,Thursday,27,February,7421
1208,Thursday,27,March,2033
1209,Thursday,27,April,3854
1210,Thursday,27,June,6863
1211,Thursday,27,July,3950
1212,Thursday,27,August,8115
1213,Thursday,27,September,4456
1214,Thursday,27,October,2863
1215,Thursday,27,November,2165
1216,Thursday,27,December,8627
1217,Thursday,28,January,2645
1218,Thursday,28,February,8639
1219,Thursday,28,March,6153
1220,Thursday,28,April,3015
1221,Thursday,28,May,7051
1222,Thursday,28,June,4435
1223,Thursday,28,July,3182
1224,Thursday,28,August,2120
1225,Thursday,28,September,4153
1226,Thursday,28,November,7111
1227,Thursday,28,December,6081
1228,Thursday,29,January,1883
1229,Thursday,29,March,4691
1230,Thursday,29,May,2442
1231,Thursday,29,June,4804
1232,Thursday,29,August,7240
1233,Thursday,29,September,3452
1234,Thursday,29,October,8551
1235,Thursday,29,November,5351
1236,Thursday,29,December,4192
1237,Thursday,30,January,7707
1238,Thursday,30,March,3908
1239,Thursday,30,April,9438
1240,Thursday,30,May,8229
1241,Thursday,30,June,4477
1242,Thursday,30,July,10057
1243,Thursday,30,August,5540
1244,Thursday,30,October,2823
1245,Thursday,30,November,5645
1246,Thursday,31,January,9411
1247,Thursday,31,March,4543
1248,Thursday,31,May,5949
1249,Thursday,31,July,3516
1250,Thursday,31,August,5923
1251,Thursday,31,October,11447
1252,Thursday,31,December,11563
1253,Friday,1,January,1686
1254,Friday,1,February,10801
1255,Friday,1,March,11778
1256,Friday,1,April,5189
1257,Friday,1,May,3863
1258,Friday,1,June,7288
1259,Friday,1,July,5998
1260,Friday,1,August,4340
1261,Friday,1,September,7033
1262,Friday,1,November,7512
1263,Friday,1,December,6361
1264,Friday,2,January,3308
1265,Friday,2,February,6903
1266,Friday,2,March,7665
1267,Friday,2,May,4305
1268,Friday,2,June,6233
1269,Friday,2,August,12228
1270,Friday,2,September,5419
1271,Friday,2,October,12929
1272,Friday,2,November,7490
1273,Friday,2,December,5236
1274,Friday,3,January,10162
1275,Friday,3,February,5140
1276,Friday,3,March,5505
1277,Friday,3,April,4816
1278,Friday,3,May,12254
1279,Friday,3,June,4870
1280,Friday,3,July,11232
1281,Friday,3,August,6897
1282,Friday,3,October,3940
1283,Friday,3,November,6955
1284,Friday,4,January,9178
1285,Friday,4,March,4215
1286,Friday,4,April,3398
1287,Friday,4,May,6601
1288,Friday,4,July,3236
1289,Friday,4,August,6075
1290,Friday,4,September,11191
1291,Friday,4,October,9955
1292,Friday,4,November,4635
1293,Friday,4,December,12232
1294,Friday,5,January,5849
1295,Friday,5,February,4052
1296,Friday,5,April,9419
1297,Friday,5,May,5782
1298,Friday,5,June,10125
1299,Friday,5,July,9745
1300,Friday,5,August,4168
1301,Friday,5,September,3078
1302,Friday,5,October,6322
1303,Friday,5,December,3428
1304,Friday,6,January,2154
1305,Friday,6,February,2817
1306,Friday,6,March,9892
1307,Friday,6,April,5947
1308,Friday,6,May,4489
1309,Friday,6,June,3186
1310,Friday,6,July,5887
1311,Friday,6,September,9672
1312,Friday,6,October,5487
1313,Friday,6,November,10413
1314,Friday,6,December,7340
1315,Friday,7,February,8676
1316,Friday,7,March,3063
1317,Friday,7,April,4645
1318,Friday,7,June,8509
1319,Friday,7,July,5315
1320,Friday,7,August,9929
1321,Friday,7,September,6153
1322,Friday,7,October,3900
1323,Friday,7,November,2735
1324,Friday,7,December,6110
1325,Friday,8,January,10700
1326,Friday,8,February,7432
1327,Friday,8,March,7115
1328,Friday,8,April,3419
1329,Friday,8,May,8690
1330,Friday,8,June,5808
1331,Friday,8,July,3621
1332,Friday,8,August,2839
1333,Friday,8,September,5135
1334,Friday,8,November,8491
1335,Friday,8,December,3083
1336,Friday,9,January,2590
1337,Friday,9,February,4957
1338,Friday,9,March,5077
1339,Friday,9,May,3081
1340,Friday,9,June,4673
1341,Friday,9,August,9284
1342,Friday,9,September,3962
1343,Friday,9,October,9107
1344,Friday,9,November,5340
1345,Friday,9,December,4521
1346,Friday,10,January,9342
1347,Friday,10,February,4312
1348,Friday,10,March,4701
1349,Friday,10,April,5106
1350,Friday,10,May,11713
1351,Friday,10,June,3963
1352,Friday,10,July,9042
1353,Friday,10,August,5740
1354,Friday,10,October,3417
1355,Friday,10,November,5314
1356,Friday,11,January,7810
1357,Friday,11,March,3431
1358,Friday,11,April,3026
1359,Friday,11,May,6367
1360,Friday,11,July,2886
1361,Friday,11,August,4860
1362,Friday,11,September,9090
1363,Friday,11,October,8992
1364,Friday,11,November,3473
1365,Friday,11,December,9898
1366,Friday,12,January,4576
1367,Friday,12,February,3101
1368,Friday,12,April,8029
1369,Friday,12,May,4994
1370,Friday,12,June,7357
1371,Friday,12,July,8228
1372,Friday,12,August,3266
1373,Friday,12,September,2835
1374,Friday,12,October,4117
1375,Friday,12,December,2749
1376,Friday,13,January,3389
1377,Friday,13,February,2343
1378,Friday,13,March,7097
1379,Friday,13,April,4956
1380,Friday,13,May,3150
1381,Friday,13,June,2549
1382,Friday,13,July,4822
1383,Friday,13,September,7886
1384,Friday,13,October,4912
1385,Friday,13,November,8289
1386,Friday,13,December,7655
1387,Friday,14,February,7205
1388,Friday,14,March,2397
1389,Friday,14,April,1568
1390,Friday,14,June,8369
1391,Friday,14,July,4358
1392,Friday,14,August,8845
1393,Friday,14,September,5249
1394,Friday,14,October,3381
1395,Friday,14,November,2299
1396,Friday,14,December,8100
1397,Friday,15,January,9117
1398,Friday,15,February,6427
1399,Friday,15,March,7432
1400,Friday,15,April,2782
1401,Friday,15,May,6508
1402,Friday,15,June,4253
1403,Friday,15,July,3430
1404,Friday,15,August,1507
1405,Friday,15,September,4272
1406,Friday,15,November,7260
1407,Friday,15,December,4798
1408,Friday,16,January,2243
1409,Friday,16,February,4478
1410,Friday,16,March,4708
1411,Friday,16,May,2256
1412,Friday,16,June,4612
1413,Friday,16,August,7766
1414,Friday,16,September,2943
1415,Friday,16,October,8304
1416,Friday,16,November,5220
1417,Friday,16,December,3334
1418,Friday,17,January,6913
1419,Friday,17,February,3120
1420,Friday,17,March,3362
1421,Friday,17,April,5517
1422,Friday,17,May,6765
1423,Friday,17,June,3126
1424,Friday,17,July,7664
1425,Friday,17,August,5207
1426,Friday,17,October,1977
1427,Friday,17,November,3923
1428,Friday,18,January,6164
1429,Friday,18,March,2621
1430,Friday,18,April,662
1431,Friday,18,May,4296
1432,Friday,18,July,2212
1433,Friday,18,August,4068
1434,Friday,18,September,7765
1435,Friday,18,October,6469
1436,Friday,18,November,2670
1437,Friday,18,December,11084
1438,Friday,19,January,3978
1439,Friday,19,February,2300
1440,Friday,19,April,4211
1441,Friday,19,May,3825
1442,Friday,19,June,6743
1443,Friday,19,July,6539
1444,Friday,19,August,2779
1445,Friday,19,September,1879
1446,Friday,19,October,4474
1447,Friday,19,December,2785
1448,Friday,20,January,2780
1449,Friday,20,February,1764
1450,Friday,20,March,3790
1451,Friday,20,April,3686
1452,Friday,20,May,2621
1453,Friday,20,June,2002
1454,Friday,20,July,4257
1455,Friday,20,September,6658
1456,Friday,20,October,3889
1457,Friday,20,November,7210
1458,Friday,20,December,9920
1459,Friday,21,February,6112
1460,Friday,21,March,1797
1461,Friday,21,April,3560
1462,Friday,21,June,6313
1463,Friday,21,July,3790
1464,Friday,21,August,7150
1465,Friday,21,September,4519
1466,Friday,21,October,2563
1467,Friday,21,November,1784
1468,Friday,21,December,11730
1469,Friday,22,January,7256
1470,Friday,22,February,5356
1471,Friday,22,March,6097
1472,Friday,22,April,2404
1473,Friday,22,May,6395
1474,Friday,22,June,4098
1475,Friday,22,July,2577
1476,Friday,22,August,1829
1477,Friday,22,September,3524
1478,Friday,22,November,5447
1479,Friday,22,December,7155
1480,Friday,23,January,1665
1481,Friday,23,February,3435
1482,Friday,23,March,4024
1483,Friday,23,May,1799
1484,Friday,23,June,4333
1485,Friday,23,August,5623
1486,Friday,23,September,2562
1487,Friday,23,October,6881
1488,Friday,23,November,3743
1489,Friday,23,December,6046
1490,Friday,24,January,5836
1491,Friday,24,February,2944
1492,Friday,24,March,2775
1493,Friday,24,April,4912
1494,Friday,24,May,6483
1495,Friday,24,June,1965
1496,Friday,24,July,7569
1497,Friday,24,August,3645
1498,Friday,24,October,1725
1499,Friday,24,November,3428
1500,Friday,25,January,5635
1501,Friday,25,March,776
1502,Friday,25,April,2012
1503,Friday,25,May,4463
1504,Friday,25,July,2292
1505,Friday,25,August,4132
1506,Friday,25,September,7013
1507,Friday,25,October,6385
1508,Friday,25,November,2819
1509,Friday,25,December,1398
1510,Friday,26,January,4090
1511,Friday,26,February,2728
1512,Friday,26,April,7106
1513,Friday,26,May,4386
1514,Friday,26,June,6840
1515,Friday,26,July,6602
1516,Friday,26,August,2603
1517,Friday,26,September,2091
1518,Friday,26,October,4574
1519,Friday,26,December,1876
1520,Friday,27,January,2753
1521,Friday,27,February,3044
1522,Friday,27,March,4088
1523,Friday,27,April,4345
1524,Friday,27,May,2763
1525,Friday,27,June,2261
1526,Friday,27,July,4618
1527,Friday,27,September,6866
1528,Friday,27,October,3620
1529,Friday,27,November,8074
1530,Friday,27,December,8429
1531,Friday,28,February,10087
1532,Friday,28,March,2390
1533,Friday,28,April,5089
1534,Friday,28,June,8675
1535,Friday,28,July,4588
1536,Friday,28,August,8831
1537,Friday,28,September,5524
1538,Friday,28,October,3787
1539,Friday,28,November,2770
1540,Friday,28,December,9868
1541,Friday,29,January,3444
1542,Friday,29,March,6319
1543,Friday,29,April,4180
1544,Friday,29,May,8754
1545,Friday,29,June,6150
1546,Friday,29,July,4095
1547,Friday,29,August,2704
1548,Friday,29,September,5463
1549,Friday,29,November,8712
1550,Friday,29,December,8110
1551,Friday,30,January,2668
1552,Friday,30,March,2583
1553,Friday,30,May,3198
1554,Friday,30,June,6672
1555,Friday,30,August,8778
1556,Friday,30,September,4927
1557,Friday,30,October,10522
1558,Friday,30,November,6634
1559,Friday,30,December,5016
1560,Friday,31,January,10055
1561,Friday,31,March,6018
1562,Friday,31,May,10852
1563,Friday,31,July,10454
1564,Friday,31,August,7171
1565,Friday,31,October,3880
1566,Saturday,1,February,9226
1567,Saturday,1,March,3113
1568,Saturday,1,April,4834
1569,Saturday,1,June,9855
1570,Saturday,1,July,5770
1571,Saturday,1,August,10517
1572,Saturday,1,September,6304
1573,Saturday,1,October,3932
1574,Saturday,1,November,2588
1575,Saturday,1,December,6530
1576,Saturday,2,January,8309
1577,Saturday,2,February,8898
1578,Saturday,2,March,9309
1579,Saturday,2,April,4089
1580,Saturday,2,May,7690
1581,Saturday,2,June,6082
1582,Saturday,2,July,4409
1583,Saturday,2,August,3020
1584,Saturday,2,September,5252
1585,Saturday,2,November,8914
1586,Saturday,2,December,5739
1587,Saturday,3,January,2301
1588,Saturday,3,February,5661
1589,Saturday,3,March,6776
1590,Saturday,3,May,2590
1591,Saturday,3,June,5117
1592,Saturday,3,August,9419
1593,Saturday,3,September,3727
1594,Saturday,3,October,11588
1595,Saturday,3,November,6026
1596,Saturday,3,December,3879
1597,Saturday,4,January,7807
1598,Saturday,4,February,3735
1599,Saturday,4,March,3956
1600,Saturday,4,April,4552
1601,Saturday,4,May,9191
1602,Saturday,4,June,3075
1603,Saturday,4,July,9190
1604,Saturday,4,August,4910
1605,Saturday,4,October,2758
1606,Saturday,4,November,5401
1607,Saturday,5,January,6776
1608,Saturday,5,March,3097
1609,Saturday,5,April,2403
1610,Saturday,5,May,5540
1611,Saturday,5,July,2463
1612,Saturday,5,August,4494
1613,Saturday,5,September,9561
1614,Saturday,5,October,8254
1615,Saturday,5,November,3383
1616,Saturday,5,December,10627
1617,Saturday,6,January,3418
1618,Saturday,6,February,2914
1619,Saturday,6,April,7612
1620,Saturday,6,May,4106
1621,Saturday,6,June,7479
1622,Saturday,6,July,7439
1623,Saturday,6,August,2692
1624,Saturday,6,September,2151
1625,Saturday,6,October,5122
1626,Saturday,6,December,2111
1627,Saturday,7,January,2692
1628,Saturday,7,February,2297
1629,Saturday,7,March,8052
1630,Saturday,7,April,4832
1631,Saturday,7,May,3125
1632,Saturday,7,June,2179
1633,Saturday,7,July,4808
1634,Saturday,7,September,7532
1635,Saturday,7,October,4238
1636,Saturday,7,November,8651
1637,Saturday,7,December,7154
1638,Saturday,8,February,7197
1639,Saturday,8,March,2229
1640,Saturday,8,April,3623
1641,Saturday,8,June,6891
1642,Saturday,8,July,3818
1643,Saturday,8,August,8082
1644,Saturday,8,September,4856
1645,Saturday,8,October,2779
1646,Saturday,8,November,1967
1647,Saturday,8,December,3808
1648,Saturday,9,January,7653
1649,Saturday,9,February,5863
1650,Saturday,9,March,6245
1651,Saturday,9,April,2436
1652,Saturday,9,May,7335
1653,Saturday,9,June,4533
1654,Saturday,9,July,2409
1655,Saturday,9,August,1894
1656,Saturday,9,September,4022
1657,Saturday,9,November,6703
1658,Saturday,9,December,4115
1659,Saturday,10,January,2240
1660,Saturday,10,February,4659
1661,Saturday,10,March,4790
1662,Saturday,10,May,2867
1663,Saturday,10,June,3562
1664,Saturday,10,August,7966
1665,Saturday,10,September,2897
1666,Saturday,10,October,8159
1667,Saturday,10,November,4936
1668,Saturday,10,December,3347
1669,Saturday,11,January,6728
1670,Saturday,11,February,2835
1671,Saturday,11,March,2985
1672,Saturday,11,April,4230
1673,Saturday,11,May,8187
1674,Saturday,11,June,2544
1675,Saturday,11,July,6832
1676,Saturday,11,August,4335
1677,Saturday,11,October,2040
1678,Saturday,11,November,4026
1679,Saturday,12,January,5925
1680,Saturday,12,March,2189
1681,Saturday,12,April,2018
1682,Saturday,12,May,5051
1683,Saturday,12,July,1838
1684,Saturday,12,August,3316
1685,Saturday,12,September,7771
1686,Saturday,12,October,6536
1687,Saturday,12,November,2412
1688,Saturday,12,December,8366
1689,Saturday,13,January,3764
1690,Saturday,13,February,2413
1691,Saturday,13,April,6200
1692,Saturday,13,May,3720
1693,Saturday,13,June,6068
1694,Saturday,13,July,6106
1695,Saturday,13,August,1995
1696,Saturday,13,September,1736
1697,Saturday,13,October,4254
1698,Saturday,13,December,1963
1699,Saturday,14,January,2464
1700,Saturday,14,February,1678
1701,Saturday,14,March,4973
1702,Saturday,14,April,4049
1703,Saturday,14,May,2098
1704,Saturday,14,June,1723
1705,Saturday,14,July,3658
1706,Saturday,14,September,6397
1707,Saturday,14,October,3654
1708,Saturday,14,November,7280
1709,Saturday,14,December,6838
1710,Saturday,15,February,5877
1711,Saturday,15,March,1748
1712,Saturday,15,April,2172
1713,Saturday,15,June,6842
1714,Saturday,15,July,3402
1715,Saturday,15,August,4966
1716,Saturday,15,September,4443
1717,Saturday,15,October,2411
1718,Saturday,15,November,1614
1719,Saturday,15,December,6708
1720,Saturday,16,January,8150
1721,Saturday,16,February,5144
1722,Saturday,16,March,5840
1723,Saturday,16,April,1918
1724,Saturday,16,May,5571
1725,Saturday,16,June,3473
1726,Saturday,16,July,2350
1727,Saturday,16,August,1429
1728,Saturday,16,September,3556
1729,Saturday,16,November,5923
1730,Saturday,16,December,4133
1731,Saturday,17,January,1661
1732,Saturday,17,February,3601
1733,Saturday,17,March,3706
1734,Saturday,17,May,1447
1735,Saturday,17,June,3408
1736,Saturday,17,August,4792
1737,Saturday,17,September,2122
1738,Saturday,17,October,7053
1739,Saturday,17,November,4391
1740,Saturday,17,December,2747
1741,Saturday,18,January,5599
1742,Saturday,18,February,2274
1743,Saturday,18,March,2613
1744,Saturday,18,April,3856
1745,Saturday,18,May,5396
1746,Saturday,18,June,2102
1747,Saturday,18,July,6406
1748,Saturday,18,August,3876
1749,Saturday,18,October,1549
1750,Saturday,18,November,3193
1751,Saturday,19,January,4368
1752,Saturday,19,March,1918
1753,Saturday,19,April,1028
1754,Saturday,19,May,3502
1755,Saturday,19,July,1496
1756,Saturday,19,August,2663
1757,Saturday,19,September,6863
1758,Saturday,19,October,5319
1759,Saturday,19,November,1919
1760,Saturday,19,December,10185
1761,Saturday,20,January,3258
1762,Saturday,20,February,1601
1763,Saturday,20,April,4444
1764,Saturday,20,May,2782
1765,Saturday,20,June,5653
1766,Saturday,20,July,5098
1767,Saturday,20,August,1755
1768,Saturday,20,September,1446
1769,Saturday,20,October,3616
1770,Saturday,20,December,2409
1771,Saturday,21,January,2030
1772,Saturday,21,February,1283
1773,Saturday,21,March,2719
1774,Saturday,21,April,2894
1775,Saturday,21,May,1665
1776,Saturday,21,June,1331
1777,Saturday,21,July,3500
1778,Saturday,21,September,5408
1779,Saturday,21,October,3148
1780,Saturday,21,November,5961
1781,Saturday,21,December,8940
1782,Saturday,22,February,4576
1783,Saturday,22,March,1236
1784,Saturday,22,April,2492
1785,Saturday,22,June,5141
1786,Saturday,22,July,2770
1787,Saturday,22,August,6039
1788,Saturday,22,September,3649
1789,Saturday,22,October,1721
1790,Saturday,22,November,1272
1791,Saturday,22,December,9755
1792,Saturday,23,January,6732
1793,Saturday,23,February,4135
1794,Saturday,23,March,4979
1795,Saturday,23,April,1570
1796,Saturday,23,May,5162
1797,Saturday,23,June,3332
1798,Saturday,23,July,1744
1799,Saturday,23,August,1197
1800,Saturday,23,September,2931
1801,Saturday,23,November,4747
1802,Saturday,23,December,5749
1803,Saturday,24,January,1362
1804,Saturday,24,February,3212
1805,Saturday,24,March,3296
1806,Saturday,24,May,1287
1807,Saturday,24,June,3146
1808,Saturday,24,August,4331
1809,Saturday,24,September,1827
1810,Saturday,24,October,6042
1811,Saturday,24,November,3330
1812,Saturday,24,December,3432
1813,Saturday,25,January,5063
1814,Saturday,25,February,2322
1815,Saturday,25,March,2445
1816,Saturday,25,April,3261
1817,Saturday,25,May,5820
1818,Saturday,25,June,1854
1819,Saturday,25,July,6617
1820,Saturday,25,August,2856
1821,Saturday,25,October,1408
1822,Saturday,25,November,3258
1823,Saturday,26,January,4369
1824,Saturday,26,March,1207
1825,Saturday,26,April,1405
1826,Saturday,26,May,3773
1827,Saturday,26,July,1475
1828,Saturday,26,August,2976
1829,Saturday,26,September,5778
1830,Saturday,26,October,5145
1831,Saturday,26,November,2017
1832,Saturday,26,December,4493
1833,Saturday,27,January,3424
1834,Saturday,27,February,2222
1835,Saturday,27,April,4974
1836,Saturday,27,May,3403
1837,Saturday,27,June,5708
1838,Saturday,27,July,5517
1839,Saturday,27,August,1860
1840,Saturday,27,September,1617
1841,Saturday,27,October,3413
1842,Saturday,27,December,1505
1843,Saturday,28,January,2297
1844,Saturday,28,February,2974
1845,Saturday,28,March,3357
1846,Saturday,28,April,3939
1847,Saturday,28,May,2209
1848,Saturday,28,June,1927
1849,Saturday,28,July,3983
1850,Saturday,28,September,6318
1851,Saturday,28,October,3379
1852,Saturday,28,November,7792
1853,Saturday,28,December,6414
1854,Saturday,29,February,6112
1855,Saturday,29,March,2010
1856,Saturday,29,April,4250
1857,Saturday,29,June,7794
1858,Saturday,29,July,3991
1859,Saturday,29,August,7542
1860,Saturday,29,September,5468
1861,Saturday,29,October,3467
1862,Saturday,29,November,2418
1863,Saturday,29,December,8638
1864,Saturday,30,January,3224
1865,Saturday,30,March,7028
1866,Saturday,30,April,3364
1867,Saturday,30,May,8663
1868,Saturday,30,June,5821
1869,Saturday,30,July,3205
1870,Saturday,30,August,2400
1871,Saturday,30,September,5127
1872,Saturday,30,November,8223
1873,Saturday,30,December,6215
1874,Saturday,31,January,2713
1875,Saturday,31,March,4171
1876,Saturday,31,May,2976
1877,Saturday,31,August,7922
1878,Saturday,31,October,10192
1879,Saturday,31,December,2684
1880,Sunday,1,January,749
1881,Sunday,1,February,2357
1882,Sunday,1,March,5896
1883,Sunday,1,April,2633
1884,Sunday,1,May,2135
1885,Sunday,1,June,2423
1886,Sunday,1,July,3384
1887,Sunday,1,September,5593
1888,Sunday,1,October,3244
1889,Sunday,1,November,5896
1890,Sunday,1,December,6084
1891,Sunday,2,February,6251
1892,Sunday,2,March,2336
1893,Sunday,2,April,2970
1894,Sunday,2,June,6735
1895,Sunday,2,July,3325
1896,Sunday,2,August,6175
1897,Sunday,2,September,3446
1898,Sunday,2,October,2424
1899,Sunday,2,November,2379
1900,Sunday,2,December,3867
1901,Sunday,3,January,5552
1902,Sunday,3,February,5253
1903,Sunday,3,March,6156
1904,Sunday,3,April,2886
1905,Sunday,3,May,3944
1906,Sunday,3,June,3565
1907,Sunday,3,July,3010
1908,Sunday,3,August,2003
1909,Sunday,3,September,3045
1910,Sunday,3,November,5399
1911,Sunday,3,December,3663
1912,Sunday,4,January,1949
